P_NAME,P_HABZONE,P_TYPE_TEMP
OGLE-2017-BLG-1522L b,0,
OGLE-2018-BLG-0596L b,0,
OGLE2-TR-L9 b,0,Hot
OGLE-TR-056 b,0,
OGLE-TR-10 b,0,Hot
OGLE-TR-111 b,0,Hot
OGLE-TR-113 b,0,Hot
OGLE-TR-132 b,0,Hot
OGLE-TR-182 b,0,Hot
OGLE-TR-211 b,0,Hot
ome Ser b,0,Hot
omi CrB b,0,Hot
omi UMa b,0,Hot
Oph 11 b,0,Cold
PDS 70 b,0,Cold
PDS 70 c,0,Cold
PH1 b,0,Hot
PH2 b,1,Warm
pi Men c,0,Hot
POTS-1 b,0,Hot
Pr0201 b,0,Hot
Pr0211 b,0,Hot
Pr0211 c,0,Cold
Proxima Cen b,2,Warm
psi 1 Dra B b,0,Cold
PSR B1257+12 b,0,
PSR B1257+12 c,0,
PSR B1257+12 d,0,
PSR B1620-26 b,0,
PSR J1719-1438 b,0,Hot
PSR J2322-2650 b,0,
Qatar-1 b,0,Hot
Qatar-10 b,0,Hot
Qatar-2 b,0,Hot
Qatar-3 b,0,Hot
Qatar-4 b,0,Hot
Qatar-5 b,0,Hot
Qatar-7 b,0,Hot
Qatar-8 b,0,Hot
Qatar-9 b,0,Hot
rho CrB b,0,Hot
rho CrB c,0,Hot
Ross 128 b,0,Hot
Ross 458 c,0,Cold
ROXs 12 b,0,
ROXs 42 B b,0,
RR Cae b,0,
SR 12 AB c,0,
SWEEPS-11 b,0,
SWEEPS-4 b,0,
TAP 26 b,0,Hot
tau Boo b,0,Hot
tau Cet e,1,Warm
tau Cet f,0,Cold
tau Cet g,0,Hot
tau Cet h,0,Hot
tau Gem b,0,Hot
TCP J05074264+2447555 b,0,
Teegarden's Star b,1,Warm
Teegarden's Star c,2,Warm
TOI 150.01,0,Hot
TOI 172 b,0,Hot
TOI 216.01,0,Hot
TOI 216.02,0,Hot
TOI 270 b,0,Hot
TOI 270 c,0,Hot
TOI 270 d,0,Hot
TRAPPIST-1 b,0,Hot
TRAPPIST-1 c,0,Hot
TRAPPIST-1 d,1,Warm
TRAPPIST-1 e,2,Warm
TRAPPIST-1 f,2,Warm
TRAPPIST-1 g,2,Warm
TRAPPIST-1 h,0,Cold
TrES-1 b,0,Hot
TrES-2 b,0,Hot
TrES-3 b,0,Hot
TrES-4 b,0,Hot
TrES-5 b,0,Hot
TYC 1422-614-1 b,0,Hot
TYC 1422-614-1 c,0,Hot
TYC 3318-01333-1 b,0,Hot
TYC 3667-1280-1 b,0,Hot
TYC 4282-00605-1 b,0,Hot
UKIRT-2017-BLG-001L b,0,
ups And b,0,
ups And c,0,
ups And d,0,
USco CTIO 108 b,0,
UZ For b,0,
UZ For c,0,
V0391 Peg b,0,Hot
V1298 Tau b,0,Hot
V830 Tau b,0,Hot
VHS J125601.92-125723.9 b,0,Cold
WASP-1 b,0,
WASP-10 b,0,Hot
WASP-100 b,0,Hot
WASP-101 b,0,Hot
WASP-103 b,0,Hot
WASP-104 b,0,Hot
WASP-105 b,0,Hot
WASP-106 b,0,Hot
WASP-107 b,0,Hot
WASP-11 b,0,Hot
WASP-113 b,0,Hot
WASP-114 b,0,Hot
WASP-117 b,0,Hot
WASP-118 b,0,Hot
WASP-119 b,0,Hot
WASP-12 b,0,Hot
WASP-120 b,0,Hot
WASP-121 b,0,Hot
WASP-123 b,0,Hot
WASP-124 b,0,Hot
WASP-126 b,0,Hot
WASP-127 b,0,Hot
WASP-129 b,0,Hot
WASP-13 b,0,Hot
WASP-130 b,0,Hot
WASP-131 b,0,Hot
WASP-132 b,0,Hot
WASP-133 b,0,Hot
WASP-135 b,0,Hot
WASP-136 b,0,Hot
WASP-138 b,0,Hot
WASP-139 b,0,Hot
WASP-14 b,0,Hot
WASP-140 b,0,Hot
WASP-141 b,0,Hot
WASP-142 b,0,Hot
WASP-144 b,0,Hot
WASP-145 A b,0,Hot
WASP-147 b,0,Hot
WASP-15 b,0,Hot
WASP-151 b,0,Hot
WASP-153 b,0,Hot
WASP-156 b,0,Hot
WASP-157 b,0,Hot
WASP-158 b,0,Hot
WASP-159 b,0,Hot
WASP-16 b,0,Hot
WASP-160 B b,0,Hot
WASP-161 b,0,Hot
WASP-162 b,0,Hot
WASP-163 b,0,Hot
WASP-164 b,0,Hot
WASP-165 b,0,Hot
WASP-166 b,0,Hot
WASP-167 b,0,Hot
WASP-168 b,0,Hot
WASP-17 b,0,Hot
WASP-170 b,0,Hot
WASP-172 b,0,Hot
WASP-173 A b,0,Hot
WASP-174 b,0,Hot
WASP-177 b,0,Hot
WASP-18 b,0,Hot
WASP-181 b,0,Hot
WASP-183 b,0,Hot
WASP-19 b,0,Hot
WASP-190 b,0,Hot
WASP-2 b,0,Hot
WASP-20 b,0,Hot
WASP-21 b,0,Hot
WASP-22 b,0,Hot
WASP-23 b,0,Hot
WASP-24 b,0,Hot
WASP-25 b,0,Hot
WASP-26 b,0,Hot
WASP-28 b,0,Hot
WASP-29 b,0,Hot
WASP-3 b,0,Hot
WASP-31 b,0,Hot
WASP-32 b,0,Hot
WASP-33 b,0,Hot
WASP-34 b,0,Hot
WASP-35 b,0,Hot
WASP-36 b,0,Hot
WASP-37 b,0,Hot
WASP-38 b,0,Hot
WASP-39 b,0,Hot
WASP-4 b,0,Hot
WASP-41 b,0,Hot
WASP-41 c,2,Warm
WASP-42 b,0,Hot
WASP-43 b,0,Hot
WASP-44 b,0,Hot
WASP-45 b,0,Hot
WASP-46 b,0,Hot
WASP-47 b,0,Hot
WASP-47 c,2,Warm
WASP-47 d,0,Hot
WASP-47 e,0,Hot
WASP-48 b,0,Hot
WASP-49 b,0,Hot
WASP-5 b,0,Hot
WASP-50 b,0,Hot
WASP-52 b,0,Hot
WASP-53 b,0,Hot
WASP-53 c,0,Cold
WASP-54 b,0,Hot
WASP-55 b,0,Hot
WASP-56 b,0,Hot
WASP-57 b,0,Hot
WASP-58 b,0,Hot
WASP-59 b,0,Hot
WASP-6 b,0,Hot
WASP-60 b,0,Hot
WASP-61 b,0,Hot
WASP-62 b,0,Hot
WASP-63 b,0,Hot
WASP-64 b,0,Hot
WASP-65 b,0,Hot
WASP-66 b,0,Hot
WASP-67 b,0,Hot
WASP-68 b,0,Hot
WASP-69 b,0,Hot
WASP-7 b,0,Hot
WASP-70 A b,0,Hot
WASP-71 b,0,Hot
WASP-72 b,0,Hot
WASP-73 b,0,Hot
WASP-74 b,0,Hot
WASP-75 b,0,Hot
WASP-76 b,0,Hot
WASP-77 A b,0,Hot
WASP-78 b,0,Hot
WASP-79 b,0,Hot
WASP-8 b,0,Hot
WASP-8 c,0,Cold
WASP-80 b,0,Hot
WASP-81 b,0,Hot
WASP-82 b,0,Hot
WASP-83 b,0,Hot
WASP-84 b,0,Hot
WASP-85 A b,0,Hot
WASP-87 b,0,Hot
WASP-88 b,0,Hot
WASP-89 b,0,Hot
WASP-90 b,0,Hot
WASP-91 b,0,Hot
WASP-92 b,0,Hot
WASP-93 b,0,Hot
WASP-94 A b,0,Hot
WASP-94 B b,0,Hot
WASP-95 b,0,Hot
WASP-96 b,0,Hot
WASP-97 b,0,Hot
WASP-98 b,0,Hot
WASP-99 b,0,Hot
WD 0806-661 b,0,
WISEP J121756.91+162640.2 A b,0,Cold
Wolf 1061 b,0,Hot
Wolf 1061 c,1,Warm
Wolf 1061 d,0,Cold
Wolf 503 b,0,Hot
WTS-1 b,0,Hot
WTS-2 b,0,Hot
XO-1 b,0,Hot
XO-2 N b,0,
XO-2 S b,0,Hot
XO-2 S c,0,Hot
XO-3 b,0,Hot
XO-4 b,0,Hot
XO-5 b,0,Hot
XO-6 b,0,Hot
YZ Cet b,0,Hot
YZ Cet c,0,Hot
YZ Cet d,0,Hot
